ID,dr_doi,primary,rel_pub_url,rel_pub_has_ref,journal_name,publisher,date published
121,doi:10.5066/P9JYH45T,TRUE,https://doi.org/10.1193/1.3277667,TRUE,New Seismic Hazard Maps for Puerto Rico and the U.S. Virgin Islands,SAGE Publications,"{'date-parts': [[2020, 1, 19]]}"
122,doi:10.5066/F79W0DSN,TRUE,https://doi.org/10.3133/ds1080,FALSE,"Compilation of new and previously published geochemical and modal data for Mesoproterozoic igneous rocks of the St. Francois Mountains, southeast Missouri",US Geological Survey,{'date-parts': [[2018]]}
123,doi:10.5066/F7VQ316V,TRUE,https://doi.org/10.3133/sir20175127,FALSE,"Flood-inundation maps for North Fork Salt Creek at Nashville, Indiana",US Geological Survey,{'date-parts': [[2017]]}
124,doi:10.5066/F75X27DH,TRUE,https://doi.org/10.1111/2041-210X.12823,TRUE,Long‐term video surveillance and automated analyses reveal arousal patterns in groups of hibernating bats,Wiley,"{'date-parts': [[2017, 6, 29]]}"
125,doi:10.5066/F7HD7STB,TRUE,https://doi.org/10.1002/rcm.7810,TRUE,Optimization of on-line hydrogen stable isotope ratio measurements of halogen- and sulfur-bearing organic compounds using elemental analyzer-chromium/high-temperature conversion isotope ratio mass spectrometry (EA-Cr/HTC-IRMS),Wiley,"{'date-parts': [[2017, 2, 9]]}"
126,doi:10.5066/F7C82870,TRUE,https://doi.org/10.1017/S0030605317001168,TRUE,An extirpated lineage of a threatened frog species resurfaces in southern California,Cambridge University Press (CUP),"{'date-parts': [[2017, 11, 27]]}"
127,doi:10.5066/F71N7Z89,TRUE,https://doi.org/10.1130/GES01189.1,TRUE,"Rates and patterns of surface deformation from laser scanning following the South Napa earthquake, California",Geological Society of America,"{'date-parts': [[2015, 11, 10]]}"
128,doi:10.5066/F70Z71DQ,TRUE,https://doi.org/10.1016/j.apgeochem.2017.01.001,FALSE,"Uranium delivery and uptake in a montane wetland, north-central Colorado, USA",Elsevier BV,
129,doi:10.5066/F75H7DS8,TRUE,https://doi.org/10.3133/sir20185007,FALSE,Data analysis considerations for pesticides determined by National Water Quality Laboratory schedule 2437,US Geological Survey,{'date-parts': [[2018]]}
130,doi:10.5066/F7474803,TRUE,https://doi.org/10.1111/1365-2664.13022,TRUE,Linking spring phenology with mechanistic models of host movement to predict disease transmission risk,Wiley,"{'date-parts': [[2017, 10, 19]]}"
131,doi:10.5066/F7PG1QXT,TRUE,https://doi.org/10.1371/journal.pone.0193430,TRUE,Prey fish returned to Forster’s tern colonies suggest spatial and temporal differences in fish composition and availability,Public Library of Science (PLoS),"{'date-parts': [[2018, 3, 15]]}"
132,doi:10.5066/F7XW4GWX,TRUE,https://doi.org/10.3133/sir20165092,FALSE,Potential corrosivity of untreated groundwater in the United States,US Geological Survey,{'date-parts': [[2016]]}
133,doi:10.5066/P944D1YU,TRUE,https://doi.org/10.1111/ele.13291,TRUE,Transient population dynamics impede restoration and may promote ecosystem transformation after disturbance,Wiley,"{'date-parts': [[2019, 6, 17]]}"
134,doi:10.5066/F7833Q4R,TRUE,https://doi.org/10.3133/sir20165089,FALSE,"Mineral resources of the Sagebrush Focal Areas of Idaho, Montana, Nevada, Oregon, Utah, and Wyoming",US Geological Survey,{'date-parts': [[2016]]}
135,doi:10.5066/F7G44ND3,TRUE,https://doi.org/10.3133/sir20175006,FALSE,"Water-quality trends in the nation’s rivers and streams, 1972–2012—Data preparation, statistical methods, and trend results",US Geological Survey,{'date-parts': [[2017]]}
136,doi:10.5066/F7H70F3D,TRUE,https://doi.org/10.2134/jeq2017.11.0461,TRUE,Identifying and Eliminating Sources of Recreational Water Quality Degradation along an Urban Coast,Wiley,"{'date-parts': [[2018, 9]]}"
137,doi:10.5066/P9LVCANT,TRUE,https://doi.org/10.1029/2019WR025908,TRUE,Multiorder Hydrologic Position in the Conterminous United States: A Set of Metrics in Support of Groundwater Mapping at Regional and National Scales,American Geophysical Union (AGU),"{'date-parts': [[2019, 12, 26]]}"
138,doi:10.5066/P9445ZGC,TRUE,https://doi.org/10.3113/sir20185056,,,,
139,doi:10.5066/F7H70D0N,TRUE,https://doi.org/10.1021/acs.est.6b05745,FALSE,Using Continuous Underway Isotope Measurements To Map Water Residence Time in Hydrodynamically Complex Tidal Environments,American Chemical Society (ACS),"{'date-parts': [[2016, 12, 6]]}"
140,doi:10.5066/P9PFQGVC,TRUE,https://doi.org/10.1130/B32031.1,TRUE,"Evidence for frequent, large tsunamis spanning locked and creeping parts of the Aleutian megathrust",Geological Society of America,"{'date-parts': [[2019, 11, 16]]}"
141,doi:10.5066/P9SWDWLS,TRUE,https://doi.org/10.1016/j.jaridenv.2017.12.008,FALSE,Identifying optimal remotely-sensed variables for ecosystem monitoring in Colorado Plateau drylands,Elsevier BV,
142,doi:10.5066/P9U67LQX,TRUE,https://doi.org/10.1111/gcb.14374,TRUE,"Adapting management to a changing world: Warm temperatures, dry soil, and interannual variability limit restoration success of a dominant woody shrub in temperate drylands",Wiley,"{'date-parts': [[2018, 7, 20]]}"
143,doi:10.5066/F7SN07DK,TRUE,https://doi.org/10.1111/rec.12559,TRUE,Passive restoration following ungulate removal in a highly disturbed tropical wet forest devoid of native seed dispersers,Wiley,"{'date-parts': [[2017, 8, 22]]}"
144,doi:10.5066/F76971Q2,TRUE,https://doi.org/10.1016/j.scitotenv.2016.07.003,FALSE,Evaluation of leaf removal as a means to reduce nutrient concentrations and loads in urban stormwater,Elsevier BV,
145,doi:10.5066/F7ZK5F5P,TRUE,https://doi.org/10.1007/s13157-018-1011-z,TRUE,Effects of Sediment Application on Nyssa aquatica and Taxodium distichum Saplings,Springer Science and Business Media LLC,"{'date-parts': [[2018, 3, 2]]}"
146,doi:10.5066/P92UNY4F,TRUE,https://doi.org/10.3133/pp1864,FALSE,"Groundwater availability of the Northern High Plains aquifer in Colorado, Kansas, Nebraska, South Dakota, and Wyoming",US Geological Survey,{'date-parts': [[2020]]}
147,doi:10.5066/F70C4V08,TRUE,https://doi.org/10.1016/j.enpol.2018.01.052,FALSE,Landscape-scale wildlife species richness metrics to inform wind and solar energy facility siting: An Arizona case study,Elsevier BV,
148,doi:10.5066/F79885XC,TRUE,https://doi.org/10.3133/sim3393,FALSE,"Delineation of the hydrogeologic framework of the Big Sioux aquifer near Sioux Falls, South Dakota, using airborne electromagnetic data",US Geological Survey,{'date-parts': [[2018]]}
149,doi:10.5066/P9VTVU6Q,TRUE,https://doi.org/10.1029/2019JF005369,TRUE,The Influence of Frost Weathering on Debris Flow Sediment Supply in an Alpine Basin,American Geophysical Union (AGU),"{'date-parts': [[2020, 2, 18]]}"
150,doi:10.5066/P9GEHLC5,TRUE,https://doi.org/10.1016/j.foreco.2019.04.055,FALSE,"Bryophyte abundance, composition and importance to woody plant recruitment in natural and restoration forests",Elsevier BV,
151,doi:10.5066/P9FPXQTP,TRUE,https://doi.org/10.7589/2018-05-128,FALSE,SURVEY OF ARCTIC ALASKAN WILDLIFE FOR INFLUENZA A ANTIBODIES: LIMITED EVIDENCE FOR EXPOSURE OF MAMMALS,Wildlife Disease Association,
152,doi:10.5066/P9CJ2YZQ,TRUE,https://doi.org/10.1002/ece3.5118,TRUE,Changes in behavior are unable to disrupt a trophic cascade involving a specialist herbivore and its food plant,Wiley,"{'date-parts': [[2019, 4, 8]]}"
153,doi:10.5066/F7VX0F1H,TRUE,https://doi.org/10.1111/jfd.12740,TRUE,"Molecular testing of adult Pacific salmon and trout (Oncorhynchus
 spp.) for several RNA viruses demonstrates widespread distribution of piscine orthoreovirus in Alaska and Washington",Wiley,"{'date-parts': [[2017, 11, 21]]}"
154,doi:10.5066/P9CV4XEO,TRUE,https://doi.org/10.1080/24705357.2019.1662339,TRUE,Remote sensing of tracer dye concentrations to support dispersion studies in river channels,Informa UK Limited,"{'date-parts': [[2019, 11, 20]]}"
155,doi:10.5066/F7K35RRS,TRUE,https://doi.org/10.3133/ofr20151165,FALSE,Long-term effects of wildfire on greater sage-grouse - integrating population and ecosystem concepts for management in the Great Basin,US Geological Survey,{'date-parts': [[2015]]}
156,doi:10.5066/P973YRPL,TRUE,https://doi.org/10.3133/ofr20191094,FALSE,"Baseline environmental monitoring of groundwater, surface water, and soil at the Ammonium Perchlorate Rocket Motor Destruction Facility at the Letterkenny Army Depot, Chambersburg, Pennsylvania, 2016",US Geological Survey,{'date-parts': [[2019]]}
157,doi:10.5066/F7CR5S4T,TRUE,https://doi.org/10.1016/j.envsoft.2017.12.021,FALSE,Improving predictions of hydrological low-flow indices in ungaged basins using machine learning,Elsevier BV,
158,doi:10.5066/P9CAC0F6,TRUE,https://doi.org/10.3133/sir20195138,FALSE,"Hydrogeologic framework of the Treasure Valley and surrounding area, Idaho and Oregon",US Geological Survey,{'date-parts': [[2019]]}
159,doi:10.5066/F74X560J,TRUE,https://doi.org/10.3133/ofr20181159,FALSE,"Biogeochemical and physical processes controlling mercury methylation and bioaccumulation in Lake Powell, Glen Canyon National Recreation Area, Utah and Arizona, 2014 and 2015",US Geological Survey,{'date-parts': [[2019]]}
160,doi:10.5066/P9S4MOB6,TRUE,https://doi.org/10.3133/sir20195122,FALSE,"Hydrogeologic characterization, groundwater chemistry, and vulnerability assessment, Ute Mountain Ute Reservation, Colorado and Utah",US Geological Survey,{'date-parts': [[2020]]}
161,doi:10.5066/F7DZ07HM,TRUE,https://doi.org/10.1080/09640568.2018.1435411,TRUE,Convergent validity between willingness to pay elicitation methods: an application to Grand Canyon whitewater boaters,Informa UK Limited,"{'date-parts': [[2018, 3, 13]]}"
162,doi:10.5066/F7610XJ5,TRUE,https://doi.org/10.1016/j.geodrs.2017.05.004,FALSE,"Carbon cycling in the mantled karst of the Ozark Plateaus, central United States",Elsevier BV,
163,doi:10.5066/F7319V2J,TRUE,https://doi.org/10.3133/sir20175157,FALSE,"Simulation of hydrodynamics, water quality, and lake sturgeon habitat volumes in Lake St. Croix, Wisconsin and Minnesota, 2013",US Geological Survey,{'date-parts': [[2018]]}
164,doi:10.5066/P98NDNB4,TRUE,https://doi.org/10.5194/bg-14-1739-2017,TRUE,Divergence of seafloor elevation and sea level rise in coral reef ecosystems,Copernicus GmbH,"{'date-parts': [[2017, 4, 20]]}"
165,doi:10.5066/F7QZ296Z,TRUE,https://doi.org/10.3133/sir20185115,FALSE,"Hydrology and hydrodynamics on the Sacramento River near the Fremont Weir, California—Implications for juvenile salmon entrainment estimates",US Geological Survey,{'date-parts': [[2018]]}
166,doi:10.5066/P99TRHPB,TRUE,https://doi.org/10.1029/2018JG004613,TRUE,"Estimating Soil Respiration in a Subalpine Landscape Using Point, Terrain, Climate, and Greenness Data",American Geophysical Union (AGU),"{'date-parts': [[2018, 10, 11]]}"
167,doi:10.5066/P9PNNI9H,TRUE,https://doi.org/10.3133/ofr20191072,FALSE,"Offshore shallow structure and sediment distribution, Punta Gorda to Point Arena, Northern California",US Geological Survey,{'date-parts': [[2019]]}
168,doi:10.5066/F75T3HN9,TRUE,https://doi.org/10.3133/sir20175095,FALSE,A conceptual framework for effectively anticipating water-quality changes resulting from changes in agricultural activities,US Geological Survey,{'date-parts': [[2018]]}
169,doi:10.5066/F74Q7SWX,TRUE,https://doi.org/10.3390/f9110715,TRUE,Landscape Topoedaphic Features Create Refugia from Drought and Insect Disturbance in a Lodgepole and Whitebark Pine Forest,MDPI AG,"{'date-parts': [[2018, 11, 18]]}"
170,doi:10.5066/F7WW7G4W,TRUE,https://doi.org/10.3133/ofr20191008,FALSE,"Bridge scour countermeasure assessments at select bridges in the United States, 2016–18",US Geological Survey,{'date-parts': [[2019]]}
171,doi:10.5066/F7RJ4GP7,TRUE,https://doi.org/10.5066/F7RJ4GP7,,,,
172,doi:10.5066/F7NK3CJ7,TRUE,https://doi.org/10.1002/rra.3270,TRUE,"Spectrally based bathymetric mapping of a dynamic, sand-bedded channel: Niobrara River, Nebraska, USA",Wiley,"{'date-parts': [[2018, 4, 6]]}"
173,doi:10.5066/F77D2SC4,TRUE,https://doi.org/10.1021/acs.est.7b00746,FALSE,"Methane and Benzene in Drinking-Water Wells Overlying the Eagle Ford, Fayetteville, and Haynesville Shale Hydrocarbon Production Areas",American Chemical Society (ACS),"{'date-parts': [[2017, 5, 31]]}"
174,doi:10.5066/F7WH2P6K,TRUE,https://doi.org/10.3133/sir20185018,FALSE,"Hydrologic and water-quality characteristics of Caño Boquerón, Cabo Rojo, and Puerto Mosquito, Isla de Vieques, Puerto Rico, July 2015–July 2016",US Geological Survey,{'date-parts': [[2018]]}
175,doi:10.5066/F7VH5N3N,TRUE,https://doi.org/10.3133/sir20185070,FALSE,Characterization of peak streamflows and flood inundation of selected areas in southeastern Texas and southwestern Louisiana from the August and September 2017 flood resulting from Hurricane Harvey,US Geological Survey,{'date-parts': [[2018]]}
176,doi:10.5066/P9YMIVFU,TRUE,https://doi.org/10.1111/jbi.13428,TRUE,"Burn severity controls on postfire Araucaria-Nothofagus
 regeneration in the Andean Cordillera",Wiley,"{'date-parts': [[2018, 9, 3]]}"
177,doi:10.5066/F757194G,TRUE,https://doi.org/10.3133/sir20175034,FALSE,"Optimal hydrograph separation using a recursive digital filter constrained by chemical mass balance, with application to selected Chesapeake Bay watersheds",US Geological Survey,{'date-parts': [[2017]]}
178,doi:10.5066/F75X274X,TRUE,https://doi.org/10.3133/ofr20171068,FALSE,"Triangle Area Water Supply Monitoring Project, North Carolina—Summary of monitoring activities, quality assurance, and data, October 2013–September 2015",US Geological Survey,{'date-parts': [[2017]]}
179,doi:10.5066/F7ZK5DSB,TRUE,https://doi.org/10.1016/j.jaridenv.2016.04.004,FALSE,Using NDVI to measure precipitation in semi-arid landscapes,Elsevier BV,
180,doi:10.5066/F7222SP5,TRUE,https://doi.org/10.3133/sir20175078,FALSE,"A process to estimate net infiltration using a site-scale water-budget approach, Rainier Mesa, Nevada National Security Site, Nevada, 2002–05",US Geological Survey,{'date-parts': [[2017]]}
181,doi:10.5066/F7ZC80ZP,TRUE,https://doi.org/10.1021/acs.est.6b02917,FALSE,Plastic Debris in 29 Great Lakes Tributaries: Relations to Watershed Attributes and Hydrology,American Chemical Society (ACS),"{'date-parts': [[2016, 9, 14]]}"
182,doi:10.5066/F7FX77XM,TRUE,https://doi.org/10.3133/ofr20171096,FALSE,The influence of local- and landscape-level factors on wetland breeding birds in the Prairie Pothole Region of North and South Dakota,US Geological Survey,{'date-parts': [[2017]]}
183,doi:10.5066/P9RITFNL,TRUE,https://doi.org/10.3133/sir20185106,FALSE,"Simulation of groundwater flow, 1895–2010, and effects of additional groundwater withdrawals on future stream base flow in the Elkhorn and Loup River Basins, central Nebraska—Phase three",US Geological Survey,{'date-parts': [[2018]]}
184,doi:10.5066/F7154FH8,TRUE,https://doi.org/10.3398/064.077.0309,FALSE,"Taxonomic and Compositional Differences of Ground-Dwelling Arthropods in Riparian Habitats in Glen Canyon, Arizona, USA",Western North American Naturalist,
185,doi:10.5066/P9Y2R3LV,TRUE,https://doi.org/10.3389/fevo.2018.00179,TRUE,"The Effects of Tropical Cyclone-Generated Deposition on the Sustainability of the Pearl River Marsh, Louisiana: The Importance of the Geologic Framework",Frontiers Media SA,"{'date-parts': [[2018, 11, 20]]}"
186,doi:10.5066/P937PN4Z,TRUE,https://doi.org/10.1016/j.isprsjprs.2018.09.006,FALSE,"A new generation of the United States National Land Cover Database: Requirements, research priorities, design, and implementation strategies",Elsevier BV,
187,doi:10.5066/F7S180QJ,TRUE,https://doi.org/10.1002/ecs2.1956,TRUE,Linear and nonlinear effects of temperature and precipitation on ecosystem properties in tidal saline wetlands,Wiley,"{'date-parts': [[2017, 10, 2]]}"
188,doi:10.5066/P9JCJ4EQ,TRUE,https://doi.org/10.3133/ofr20181196,FALSE,"Contaminant baselines and sediment provenance along the Puget Sound Energy Transport Corridor, 2015",US Geological Survey,{'date-parts': [[2019]]}
189,doi:10.5066/F7KP81C5,TRUE,https://doi.org/10.3133/sir20185060,FALSE,"Water-quality observations of the San Antonio segment of the Edwards aquifer, Texas, with an emphasis on processes influencing nutrient and pesticide geochemistry and factors affecting aquifer vulnerability, 2010–16",US Geological Survey,{'date-parts': [[2018]]}
190,doi:10.5066/F7V69GRH,TRUE,https://doi.org/10.3133/sir20165168,FALSE,"Spatial variability of harmful algal blooms in Milford Lake, Kansas, July and August 2015",US Geological Survey,{'date-parts': [[2017]]}
191,doi:10.5066/P9XMR9G9,TRUE,https://doi.org/10.1111/rec.12940,TRUE,Landscape and organismal factors affecting sagebrush‐seedling transplant survival after megafire restoration,Wiley,"{'date-parts': [[2019, 3, 28]]}"
192,doi:10.5066/F77W69CP,TRUE,https://doi.org/10.3133/sir20165147,FALSE,"Spatiotemporal variability of inorganic nutrients during wastewater effluent dominated streamflow conditions in Indian Creek, Johnson County, Kansas, 2012–15",US Geological Survey,{'date-parts': [[2016]]}
193,doi:10.5066/F7FJ2DWJ,TRUE,https://doi.org/10.3133/ds1018,FALSE,"California sea otter (<i>Enhydra lutris nereis</i>) census results, Spring 2016",US Geological Survey,{'date-parts': [[2016]]}
