has_refs,has_title,title,publisher,pub_year,dr_doi_cited,rel_pub_url,dr_doi
TRUE,TRUE,Identifying and Eliminating Sources of Recreational Water Quality Degradation along an Urban Coast,Wiley,2018,FALSE,https://doi.org/10.2134/jeq2017.11.0461,doi:10.5066/F7H70F3D
TRUE,TRUE,Multiorder Hydrologic Position in the Conterminous United States: A Set of Metrics in Support of Groundwater Mapping at Regional and National Scales,American Geophysical Union (AGU),2019,FALSE,https://doi.org/10.1029/2019WR025908,doi:10.5066/P9LVCANT
,,,,,,,
FALSE,TRUE,Using Continuous Underway Isotope Measurements To Map Water Residence Time in Hydrodynamically Complex Tidal Environments,American Chemical Society (ACS),2016,,https://doi.org/10.1021/acs.est.6b05745,doi:10.5066/F7H70D0N
TRUE,TRUE,"Evidence for frequent, large tsunamis spanning locked and creeping parts of the Aleutian megathrust",Geological Society of America,2019,FALSE,https://doi.org/10.1130/B32031.1,doi:10.5066/P9PFQGVC
FALSE,TRUE,Identifying optimal remotely-sensed variables for ecosystem monitoring in Colorado Plateau drylands,Elsevier BV,,,https://doi.org/10.1016/j.jaridenv.2017.12.008,doi:10.5066/P9SWDWLS
TRUE,TRUE,"Adapting management to a changing world: Warm temperatures, dry soil, and interannual variability limit restoration success of a dominant woody shrub in temperate drylands",Wiley,2018,FALSE,https://doi.org/10.1111/gcb.14374,doi:10.5066/P9U67LQX
TRUE,TRUE,Passive restoration following ungulate removal in a highly disturbed tropical wet forest devoid of native seed dispersers,Wiley,2017,FALSE,https://doi.org/10.1111/rec.12559,doi:10.5066/F7SN07DK
FALSE,TRUE,Evaluation of leaf removal as a means to reduce nutrient concentrations and loads in urban stormwater,Elsevier BV,,,https://doi.org/10.1016/j.scitotenv.2016.07.003,doi:10.5066/F76971Q2
TRUE,TRUE,Effects of Sediment Application on Nyssa aquatica and Taxodium distichum Saplings,Springer Science and Business Media LLC,2018,FALSE,https://doi.org/10.1007/s13157-018-1011-z,doi:10.5066/F7ZK5F5P
FALSE,TRUE,"Groundwater availability of the Northern High Plains aquifer in Colorado, Kansas, Nebraska, South Dakota, and Wyoming",US Geological Survey,2020,,https://doi.org/10.3133/pp1864,doi:10.5066/P92UNY4F
FALSE,TRUE,Landscape-scale wildlife species richness metrics to inform wind and solar energy facility siting: An Arizona case study,Elsevier BV,,,https://doi.org/10.1016/j.enpol.2018.01.052,doi:10.5066/F70C4V08
FALSE,TRUE,"Delineation of the hydrogeologic framework of the Big Sioux aquifer near Sioux Falls, South Dakota, using airborne electromagnetic data",US Geological Survey,2018,,https://doi.org/10.3133/sim3393,doi:10.5066/F79885XC
TRUE,TRUE,The Influence of Frost Weathering on Debris Flow Sediment Supply in an Alpine Basin,American Geophysical Union (AGU),2020,FALSE,https://doi.org/10.1029/2019JF005369,doi:10.5066/P9VTVU6Q
FALSE,TRUE,"Bryophyte abundance, composition and importance to woody plant recruitment in natural and restoration forests",Elsevier BV,,,https://doi.org/10.1016/j.foreco.2019.04.055,doi:10.5066/P9GEHLC5
FALSE,TRUE,SURVEY OF ARCTIC ALASKAN WILDLIFE FOR INFLUENZA A ANTIBODIES: LIMITED EVIDENCE FOR EXPOSURE OF MAMMALS,Wildlife Disease Association,,,https://doi.org/10.7589/2018-05-128,doi:10.5066/P9FPXQTP
TRUE,TRUE,Changes in behavior are unable to disrupt a trophic cascade involving a specialist herbivore and its food plant,Wiley,2019,FALSE,https://doi.org/10.1002/ece3.5118,doi:10.5066/P9CJ2YZQ
TRUE,TRUE,"Molecular testing of adult Pacific salmon and trout (Oncorhynchus
 spp.) for several RNA viruses demonstrates widespread distribution of piscine orthoreovirus in Alaska and Washington",Wiley,2017,FALSE,https://doi.org/10.1111/jfd.12740,doi:10.5066/F7VX0F1H
TRUE,TRUE,Remote sensing of tracer dye concentrations to support dispersion studies in river channels,Informa UK Limited,2019,FALSE,https://doi.org/10.1080/24705357.2019.1662339,doi:10.5066/P9CV4XEO
FALSE,TRUE,Long-term effects of wildfire on greater sage-grouse - integrating population and ecosystem concepts for management in the Great Basin,US Geological Survey,2015,,https://doi.org/10.3133/ofr20151165,doi:10.5066/F7K35RRS
FALSE,TRUE,"Baseline environmental monitoring of groundwater, surface water, and soil at the Ammonium Perchlorate Rocket Motor Destruction Facility at the Letterkenny Army Depot, Chambersburg, Pennsylvania, 2016",US Geological Survey,2019,,https://doi.org/10.3133/ofr20191094,doi:10.5066/P973YRPL
FALSE,TRUE,Improving predictions of hydrological low-flow indices in ungaged basins using machine learning,Elsevier BV,,,https://doi.org/10.1016/j.envsoft.2017.12.021,doi:10.5066/F7CR5S4T
FALSE,TRUE,"Hydrogeologic framework of the Treasure Valley and surrounding area, Idaho and Oregon",US Geological Survey,2019,,https://doi.org/10.3133/sir20195138,doi:10.5066/P9CAC0F6
FALSE,TRUE,"Biogeochemical and physical processes controlling mercury methylation and bioaccumulation in Lake Powell, Glen Canyon National Recreation Area, Utah and Arizona, 2014 and 2015",US Geological Survey,2019,,https://doi.org/10.3133/ofr20181159,doi:10.5066/F74X560J
FALSE,TRUE,"Hydrogeologic characterization, groundwater chemistry, and vulnerability assessment, Ute Mountain Ute Reservation, Colorado and Utah",US Geological Survey,2020,,https://doi.org/10.3133/sir20195122,doi:10.5066/P9S4MOB6
TRUE,TRUE,Convergent validity between willingness to pay elicitation methods: an application to Grand Canyon whitewater boaters,Informa UK Limited,2018,FALSE,https://doi.org/10.1080/09640568.2018.1435411,doi:10.5066/F7DZ07HM
FALSE,TRUE,"Carbon cycling in the mantled karst of the Ozark Plateaus, central United States",Elsevier BV,,,https://doi.org/10.1016/j.geodrs.2017.05.004,doi:10.5066/F7610XJ5
FALSE,TRUE,"Simulation of hydrodynamics, water quality, and lake sturgeon habitat volumes in Lake St. Croix, Wisconsin and Minnesota, 2013",US Geological Survey,2018,,https://doi.org/10.3133/sir20175157,doi:10.5066/F7319V2J
TRUE,TRUE,Divergence of seafloor elevation and sea level rise in coral reef ecosystems,Copernicus GmbH,2017,FALSE,https://doi.org/10.5194/bg-14-1739-2017,doi:10.5066/P98NDNB4
FALSE,TRUE,"Hydrology and hydrodynamics on the Sacramento River near the Fremont Weir, Californiaâ€”Implications for juvenile salmon entrainment estimates",US Geological Survey,2018,,https://doi.org/10.3133/sir20185115,doi:10.5066/F7QZ296Z
TRUE,TRUE,"Estimating Soil Respiration in a Subalpine Landscape Using Point, Terrain, Climate, and Greenness Data",American Geophysical Union (AGU),2018,FALSE,https://doi.org/10.1029/2018JG004613,doi:10.5066/P99TRHPB
FALSE,TRUE,"Offshore shallow structure and sediment distribution, Punta Gorda to Point Arena, Northern California",US Geological Survey,2019,,https://doi.org/10.3133/ofr20191072,doi:10.5066/P9PNNI9H
FALSE,TRUE,A conceptual framework for effectively anticipating water-quality changes resulting from changes in agricultural activities,US Geological Survey,2018,,https://doi.org/10.3133/sir20175095,doi:10.5066/F75T3HN9
TRUE,TRUE,Landscape Topoedaphic Features Create Refugia from Drought and Insect Disturbance in a Lodgepole and Whitebark Pine Forest,MDPI AG,2018,FALSE,https://doi.org/10.3390/f9110715,doi:10.5066/F74Q7SWX
FALSE,TRUE,"Bridge scour countermeasure assessments at select bridges in the United States, 2016â€“18",US Geological Survey,2019,,https://doi.org/10.3133/ofr20191008,doi:10.5066/F7WW7G4W
,,,,,,,
TRUE,TRUE,"Spectrally based bathymetric mapping of a dynamic, sand-bedded channel: Niobrara River, Nebraska, USA",Wiley,2018,FALSE,https://doi.org/10.1002/rra.3270,doi:10.5066/F7NK3CJ7
FALSE,TRUE,"Methane and Benzene in Drinking-Water Wells Overlying the Eagle Ford, Fayetteville, and Haynesville Shale Hydrocarbon Production Areas",American Chemical Society (ACS),2017,,https://doi.org/10.1021/acs.est.7b00746,doi:10.5066/F77D2SC4
FALSE,TRUE,"Hydrologic and water-quality characteristics of CaÃ±o BoquerÃ³n, Cabo Rojo, and Puerto Mosquito, Isla de Vieques, Puerto Rico, July 2015â€“July 2016",US Geological Survey,2018,,https://doi.org/10.3133/sir20185018,doi:10.5066/F7WH2P6K
FALSE,TRUE,Characterization of peak streamflows and flood inundation of selected areas in southeastern Texas and southwestern Louisiana from the August and September 2017 flood resulting from Hurricane Harvey,US Geological Survey,2018,,https://doi.org/10.3133/sir20185070,doi:10.5066/F7VH5N3N
TRUE,TRUE,"Burn severity controls on postfire Araucaria-Nothofagus
 regeneration in the Andean Cordillera",Wiley,2018,FALSE,https://doi.org/10.1111/jbi.13428,doi:10.5066/P9YMIVFU
FALSE,TRUE,"Optimal hydrograph separation using a recursive digital filter constrained by chemical mass balance, with application to selected Chesapeake Bay watersheds",US Geological Survey,2017,,https://doi.org/10.3133/sir20175034,doi:10.5066/F757194G
FALSE,TRUE,"Triangle Area Water Supply Monitoring Project, North Carolinaâ€”Summary of monitoring activities, quality assurance, and data, October 2013â€“September 2015",US Geological Survey,2017,,https://doi.org/10.3133/ofr20171068,doi:10.5066/F75X274X
FALSE,TRUE,Using NDVI to measure precipitation in semi-arid landscapes,Elsevier BV,,,https://doi.org/10.1016/j.jaridenv.2016.04.004,doi:10.5066/F7ZK5DSB
FALSE,TRUE,"A process to estimate net infiltration using a site-scale water-budget approach, Rainier Mesa, Nevada National Security Site, Nevada, 2002â€“05",US Geological Survey,2017,,https://doi.org/10.3133/sir20175078,doi:10.5066/F7222SP5
FALSE,TRUE,Plastic Debris in 29 Great Lakes Tributaries: Relations to Watershed Attributes and Hydrology,American Chemical Society (ACS),2016,,https://doi.org/10.1021/acs.est.6b02917,doi:10.5066/F7ZC80ZP
FALSE,TRUE,The influence of local- and landscape-level factors on wetland breeding birds in the Prairie Pothole Region of North and South Dakota,US Geological Survey,2017,,https://doi.org/10.3133/ofr20171096,doi:10.5066/F7FX77XM
FALSE,TRUE,"Simulation of groundwater flow, 1895â€“2010, and effects of additional groundwater withdrawals on future stream base flow in the Elkhorn and Loup River Basins, central Nebraskaâ€”Phase three",US Geological Survey,2018,,https://doi.org/10.3133/sir20185106,doi:10.5066/P9RITFNL
FALSE,TRUE,"Taxonomic and Compositional Differences of Ground-Dwelling Arthropods in Riparian Habitats in Glen Canyon, Arizona, USA",Western North American Naturalist,,,https://doi.org/10.3398/064.077.0309,doi:10.5066/F7154FH8
TRUE,TRUE,"The Effects of Tropical Cyclone-Generated Deposition on the Sustainability of the Pearl River Marsh, Louisiana: The Importance of the Geologic Framework",Frontiers Media SA,2018,TRUE,https://doi.org/10.3389/fevo.2018.00179,doi:10.5066/P9Y2R3LV
FALSE,TRUE,"A new generation of the United States National Land Cover Database: Requirements, research priorities, design, and implementation strategies",Elsevier BV,,,https://doi.org/10.1016/j.isprsjprs.2018.09.006,doi:10.5066/P937PN4Z
TRUE,TRUE,Linear and nonlinear effects of temperature and precipitation on ecosystem properties in tidal saline wetlands,Wiley,2017,FALSE,https://doi.org/10.1002/ecs2.1956,doi:10.5066/F7S180QJ
FALSE,TRUE,"Contaminant baselines and sediment provenance along the Puget Sound Energy Transport Corridor, 2015",US Geological Survey,2019,,https://doi.org/10.3133/ofr20181196,doi:10.5066/P9JCJ4EQ
FALSE,TRUE,"Water-quality observations of the San Antonio segment of the Edwards aquifer, Texas, with an emphasis on processes influencing nutrient and pesticide geochemistry and factors affecting aquifer vulnerability, 2010â€“16",US Geological Survey,2018,,https://doi.org/10.3133/sir20185060,doi:10.5066/F7KP81C5
FALSE,TRUE,"Spatial variability of harmful algal blooms in Milford Lake, Kansas, July and August 2015",US Geological Survey,2017,,https://doi.org/10.3133/sir20165168,doi:10.5066/F7V69GRH
TRUE,TRUE,Landscape and organismal factors affecting sagebrushâ€seedling transplant survival after megafire restoration,Wiley,2019,FALSE,https://doi.org/10.1111/rec.12940,doi:10.5066/P9XMR9G9
FALSE,TRUE,"Spatiotemporal variability of inorganic nutrients during wastewater effluent dominated streamflow conditions in Indian Creek, Johnson County, Kansas, 2012â€“15",US Geological Survey,2016,,https://doi.org/10.3133/sir20165147,doi:10.5066/F77W69CP
FALSE,TRUE,"California sea otter (<i>Enhydra lutris nereis</i>) census results, Spring 2016",US Geological Survey,2016,,https://doi.org/10.3133/ds1018,doi:10.5066/F7FJ2DWJ
FALSE,TRUE,"U.S. Geological Survey Karst Interest Group Proceedings, San Antonio, Texas, May 16â€“18, 2017",US Geological Survey,2017,,https://doi.org/10.3133/sir20175023,doi:10.5066/F7DZ06H6
FALSE,TRUE,Aspects of the Reproductive Ecology of Female Turtles in New Mexico,Western North American Naturalist,,,https://doi.org/10.3398/064.076.0306,doi:10.5066/F7N014N2
TRUE,TRUE,Sensitivity of Warm-Water Fishes and Rainbow Trout to Selected Contaminants,Springer Science and Business Media LLC,2020,TRUE,https://doi.org/10.1007/s00128-020-02788-y,doi:10.5066/P99K901R
TRUE,TRUE,Warm water temperatures and shifts in seasonality increase trout recruitment but only moderately decrease adult size in western North American tailwaters,Springer Science and Business Media LLC,2018,TRUE,https://doi.org/10.1007/s10641-018-0774-7,doi:10.5066/F72806SS
FALSE,TRUE,Porosity and pore size distribution in a sedimentary rock: Implications for the distribution of chlorinated solvents,Elsevier BV,,,https://doi.org/10.1016/j.jconhyd.2017.06.006,doi:10.5066/F7GX48RZ
FALSE,TRUE,Toxicokinetics of Imidacloprid-Coated Wheat Seeds in Japanese Quail (Coturnix japonica) and an Evaluation of Hazard,American Chemical Society (ACS),2019,,https://doi.org/10.1021/acs.est.8b07062,doi:10.5066/P9H5T2MV
FALSE,TRUE,"Spatial and temporal variability of harmful algal blooms in Milford Lake, Kansas, May through November 2016",US Geological Survey,2019,,https://doi.org/10.3133/sir20185166,doi:10.5066/F7DJ5DVX
TRUE,TRUE,Geographic context affects the landscape change and fragmentation caused by wind energy facilities,PeerJ,2019,FALSE,https://doi.org/10.7717/peerj.7129,doi:10.5066/F7639NZB
TRUE,TRUE,Riparian spiders indicate the magnitude and sources of polychlorinated biphenyl contamination at a large contaminated sediment site,Wiley,2018,FALSE,https://doi.org/10.1002/etc.4216,doi:10.5066/P9SX2FCX
FALSE,TRUE,"Assessment of metallic mineral resources in the Humboldt River Basin, Northern Nevada, with a section on Platinum-Group-Element (PGE) Potential of the Humboldt Mafic Complex",US Geological Survey,2004,,https://doi.org/10.3133/b2218,doi:10.5066/F75B01DD
FALSE,TRUE,Insights from Long-Term Ungrazed and Grazed Watersheds in a Salt Desert Colorado Plateau Ecosystem,Elsevier BV,,,https://doi.org/10.1016/j.rama.2018.02.007,doi:10.5066/F72Z14V4
TRUE,TRUE,Isolation by distance versus landscape resistance: Understanding dominant patterns of genetic structure in Northern Spotted Owls (Strix occidentalis caurina),Public Library of Science (PLoS),2018,FALSE,https://doi.org/10.1371/journal.pone.0201720,doi:10.5066/F7J67FVW
FALSE,TRUE,"Groundwater withdrawals and regional flow paths at and near Willow Grove and Warminster, Pennsylvaniaâ€”Data compilation and preliminary simulations for conditions in 1999, 2010, 2013, 2016, and 2017",US Geological Survey,2020,,https://doi.org/10.3133/ofr20191137,doi:10.5066/P9ZGEI67
FALSE,TRUE,"Using multi-date satellite imagery to monitor invasive grass species distribution in post-wildfire landscapes: An iterative, adaptable approach that employs open-source data and software",Elsevier BV,,,https://doi.org/10.1016/j.jag.2017.03.009,doi:10.5066/F7J67F5X
FALSE,TRUE,"California sea otter (Enhydra lutris nereis) census results, spring 2018",US Geological Survey,2018,,https://doi.org/10.3133/ds1097,doi:10.5066/P98012HE
TRUE,TRUE,Relationships between gas field development and the presence and abundance of pygmy rabbits in southwestern Wyoming,Wiley,2017,FALSE,https://doi.org/10.1002/ecs2.1817,doi:10.5066/F7BR8QDD
FALSE,TRUE,"The hydrologic benefits of wetland and prairie restoration in western Minnesotaâ€”Lessons learned at the Glacial Ridge National Wildlife Refuge, 2002â€“15",US Geological Survey,2019,,https://doi.org/10.3133/SIR20195041,doi:10.5066/P9QRD7A3
FALSE,TRUE,"Inter-annual variability in apparent relative production, survival, and growth of juvenile Lost River and shortnose suckers in Upper Klamath Lake, Oregon, 2001â€“15",US Geological Survey,2017,,https://doi.org/10.3133/ofr20171069,doi:10.5066/F7ZC812F
