ID,dr_doi,primary,rel_pub_url,journal_name,usgs_pub,pubyear,doi_referenced,doi_location,doi_loc_description,other_reference,other_ref_type,other_ref_location,other_ref_loc_description,notes,Publisher,Linked_From_Landing_Page
926,doi:10.5066/P98DH5SP,TRUE,https://doi.org/10.3133/sim3416,,,,,,,,,,,,,
927,doi:10.5066/F7V9868K,TRUE,https://doi.org/10.3133/sir20185009,,,,,,,,,,,,,
928,doi:10.5066/F71834RB,TRUE,https://doi.org/10.3133/sir20185028,,,,,,,,,,,,,
929,doi:10.5066/F7N58JFQ,TRUE,https://doi.org/10.3133/sir20155175,,,,,,,,,,,,,
930,doi:10.5066/F74F1P6P,TRUE,https://doi.org/10.1002/lno.10749â€‹,,,,,,,,,,,,,
931,doi:10.5066/F7RR1WF0,TRUE,https://doi.org/10.3133/sir20185095,,,,,,,,,,,,,
932,doi:10.5066/P9CI9LNH,TRUE,https://doi.org/10.5194/bg-14-1739-2017,,,,,,,,,,,,,
933,doi:10.5066/P99GDFWB,TRUE,https://doi.org/10.1002/ieam.4095,,,,,,,,,,,,,
934,doi:10.5066/F7QN65M3,TRUE,https://doi.org/10.3133/sim3408,,,,,,,,,,,,,
935,doi:10.5066/F7T151S1,TRUE,https://doi.org/10.3133/sim3397,,,,,,,,,,,,,
936,doi:10.5066/F7G15Z9T,TRUE,https://doi.org/10.3133/sim3398,,,,,,,,,,,,,
937,doi:10.5066/P9E548IN,TRUE,https://doi.org/10.3133/sir20185110,,,,,,,,,,,,,
938,doi:10.5066/F7Z60NC5,TRUE,https://doi.org/10.3133/ofr20181084,,,,,,,,,,,,,
939,doi:10.5066/P94LHZHR,TRUE,https://doi.org/10.3133/sir20185129,,,,,,,,,,,,,
940,doi:10.5066/P9YG44VQ,TRUE,https://doi.org/10.3133/sir20195031,,,,,,,,,,,,,
941,doi:10.5066/F71N7Z9R,TRUE,https://doi.org/10.3354/meps12231,,,,,,,,,,,,,
942,doi:10.5066/F7Z899KT,TRUE,https://doi.org/10.1021/acs.est.6b05573,,,,,,,,,,,,,
943,doi:10.5066/P9KBRSO4,TRUE,https://doi.org/10.1007/s00267-019-01177-4,,,,,,,,,,,,,
944,doi:10.5066/P90S1CSX,TRUE,https://doi.org/10.3133/sir20195095,,,,,,,,,,,,,
945,doi:10.5066/F7GQ6VV1,TRUE,https://doi.org/10.1007/s10040-017-1593-1,,,,,,,,,,,,,
946,doi:10.5066/F71V5D7J,TRUE,https://doi.org/10.1029/2018JC013933,,,,,,,,,,,,,
947,doi:10.5066/P91L4A75,TRUE,https://doi.org/10.1029/2019GL083819,,,,,,,,,,,,,
948,doi:10.5066/P9EBORD5,TRUE,https://doi.org/10.3133/OFR-XXXX,,,,,,,,,,,,,
949,doi:10.5066/P9MDUQPK,TRUE,https://doi.org/10.3133/SIR20195045,,,,,,,,,,,,,
950,doi:10.5066/F77H1HGT,TRUE,https://doi.org/10.5066/F7V122T2,,,,,,,,,,,,,
951,doi:10.5066/F76T0KJZ,TRUE,https://doi.org/10.3133/sir20175143,,,,,,,,,,,,,
952,doi:10.5066/F7XS5T8B,TRUE,https://doi.org/10.1007/s10886-017-0833-0,,,,,,,,,,,,,
953,doi:10.5066/F7R20ZJW,TRUE,https://doi.org/10.1016/j.envpol.2017.12.097,,,,,,,,,,,,,
954,doi:10.5066/F75X273G,TRUE,https://doi.org/10.3133/sir20175024,,,,,,,,,,,,,
955,doi:10.5066/F71Z42J3,TRUE,https://doi.org/10.3133/ofr20161184,,,,,,,,,,,,,
956,doi:10.5066/F72F7MQ7,TRUE,https://doi.org/10.3133/ofr20111264,,,,,,,,,,,,,
957,doi:10.5066/P9H1A8UC,TRUE,https://doi.org/10.1002/etc.4258,,,,,,,,,,,,,
958,doi:10.5066/P97EPU2F,TRUE,https://doi.org/10.1029/2019JB017587,,,,,,,,,,,,,
959,doi:10.5066/F7K073HH,TRUE,https://doi.org/10.1016/j.biocon.2018.01.030,,,,,,,,,,,,,
960,doi:10.5066/P9VLFXTM,TRUE,https://doi.org/10.1021/acs.est.9b03459,,,,,,,,,,,,,
961,doi:10.5066/F72N516S,TRUE,https://doi.org/10.5194/hess-22-1767-2018,,,,,,,,,,,,,
962,doi:10.5066/F7Z60M6H,TRUE,https://doi.org/10.3133/sir20165151,,,,,,,,,,,,,
963,doi:10.5066/F7X0660R,TRUE,https://doi.org/10.1002/ieam.4095,,,,,,,,,,,,,
964,doi:10.5066/P9Z1E62L,TRUE,https://doi.org/10.3133/fs20183018,,,,,,,,,,,,,
965,doi:10.5066/F7RN362H,TRUE,https://doi.org/10.3133/ofr20171060,,,,,,,,,,,,,
966,doi:10.5066/F7WQ02JX,TRUE,https://doi.org/10.3133/ofr20071277,,,,,,,,,,,,,
967,doi:10.5066/F7ZW1K6C,TRUE,https://doi.org/10.1029/2018GL078210,,,,,,,,,,,,,
968,doi:10.5066/F77P8WJN,TRUE,https://doi.org/10.3133/sim3371,,,,,,,,,,,,,
969,doi:10.5066/F77942R3,TRUE,https://doi.org/10.3133/sir20175109,,,,,,,,,,,,,
970,doi:10.5066/P9V6DS94,TRUE,https://doi.org/10.5066/P9KOPFQ9,,,,,,,,,,,,,
971,doi:10.5066/P9KK7UD6,TRUE,https://doi.org/10.1029/2018PA003417,,,,,,,,,,,,,
972,doi:10.5066/P906H1NH,TRUE,https://doi.org/10.1089/vbz.2018.2322,,,,,,,,,,,,,
973,doi:10.5066/P9KEKQHI,TRUE,https://doi.org/10.5066/P9565EY6,,,,,,,,,,,,,
974,doi:10.5066/P9WRSUI6,TRUE,https://doi.org/10.3133/sim3419,,,,,,,,,,,,,
975,doi:10.5066/F7KP80B9,TRUE,https://doi.org/10.1785/0220170005,,,,,,,,,,,,,
976,doi:10.5066/F7736PVK,TRUE,https://doi.org/10.1111/gwat.12643,,,,,,,,,,,,,
977,doi:10.5066/F7JS9NN9,TRUE,https://doi.org/10.1002/ece3.2838,,,,,,,,,,,,,
978,doi:10.5066/F7NP23CB,TRUE,https://doi.org/10.1890/10-0322.1,,,,,,,,,,,,,
979,doi:10.5066/P92AXN0O,TRUE,https://doi.org/10.3133/fs20183036,,,,,,,,,,,,,
980,doi:10.5066/P9RY02KM,TRUE,https://doi.org/10.3133/sim3421,,,,,,,,,,,,,
981,doi:10.5066/F7ZC81VR,TRUE,https://doi.org/10.1016/j.jhydrol.2018.02.029,,,,,,,,,,,,,
982,doi:10.5066/F7Q23XFZ,TRUE,https://doi.org/10.1002/ecs2.1840,,,,,,,,,,,,,
983,doi:10.5066/P96N15HF,TRUE,https://doi.org/https://doi.org/10.1038/s41477-019-0549-y,,,,,,,,,,,,,
984,doi:10.5066/P976LZ2G,TRUE,https://doi.org/10.5194/hess-23-4269-2019,,,,,,,,,,,,,
985,doi:10.5066/F7CC0ZXH,TRUE,https://doi.org/10.1016/j.hydroa.2018.100005,,,,,,,,,,,,,
986,doi:10.5066/P92KEVAT,TRUE,https://doi.org/10.1016/j.dsr.2019.04.002,,,,,,,,,,,,,
987,doi:10.5066/P9V8ED23,TRUE,https://doi.org/10.3133/sir20185167,,,,,,,,,,,,,
988,doi:10.5066/P9J4ZOJR,TRUE,https://doi.org/10.1111/jvec.12330,,,,,,,,,,,,,
989,doi:10.5066/P9YIHMO8,TRUE,https://doi.org/10.1016/j.oregeorev.2019.103129,,,,,,,,,,,,,
990,doi:10.5066/P9VGVX76,TRUE,https://doi.org/10.1007/s13157-019-01217-z,,,,,,,,,,,,,
991,doi:10.5066/P9E6INWZ,TRUE,https://doi.org/10.3133/sir20185125,,,,,,,,,,,,,
992,doi:10.5066/F77D2SBP,TRUE,https://doi.org/10.1038/s41598-018-37712-2,,,,,,,,,,,,,
993,doi:10.5066/F7765DN7,TRUE,https://doi.org/10.1130/GES01588.1,,,,,,,,,,,,,
994,doi:10.5066/F7J38R16,TRUE,https://doi.org/10.3133/sir20185045,,,,,,,,,,,,,
995,doi:10.5066/P9P77LGZ,TRUE,https://doi.org/10.3133/ofr20141091,,,,,,,,,,,,,
996,doi:10.5066/F7TQ5ZS3,TRUE,https://doi.org/10.3133/sir20175006,,,,,,,,,,,,,
997,doi:10.5066/P9K2RQMG,TRUE,https://doi.org/10.1007/s11273-018-09651-2,,,,,,,,,,,,,
998,doi:10.5066/F71C1V2B,TRUE,https://doi.org/10.3391/ai.2017.12.1.10,,,,,,,,,,,,,
999,doi:10.5066/F7HH6J9C,TRUE,https://doi.org/10.1093/condor/duy021,,,,,,,,,,,,,
1000,doi:10.5066/P92HVD2T,TRUE,https://doi.org/doi:10.1029/2018JF004837,,,,,,,,,,,,,
1001,doi:10.5066/P918VCBQ,TRUE,https://doi.org/10.1016/j.scitotenv.2019.135431,,,,,,,,,,,,,
1002,doi:10.5066/F7416V4M,TRUE,https://doi.org/10.3133/ofr20171018,,,,,,,,,,,,,
1003,doi:10.5066/P9C2XCQQ,TRUE,https://doi.org/10.3934/microbiol.2019.1.62,,,,,,,,,,,,,
1004,doi:10.5066/F72805SC,TRUE,https://doi.org/10.3133/sim3374,,,,,,,,,,,,,
1005,doi:10.5066/F7Z89BK7,TRUE,https://doi.org/10.1007/s12237-018-0476-6,,,,,,,,,,,,,
1006,doi:10.5066/F7BV7DTQ,TRUE,https://doi.org/10.1002/ece3.2975,,,,,,,,,,,,,
1007,doi:10.5066/P9K16QPJ,TRUE,https://doi.org/10.1016/j.biocon.2018.01.032,,,,,,,,,,,,,
1008,doi:10.5066/P9QUPBZK,TRUE,https://doi.org/10.3133/sir20195019,,,,,,,,,,,,,
1009,doi:10.5066/F78G8JMN,TRUE,https://doi.org/10.3133/sir20175088,,,,,,,,,,,,,
1010,doi:10.5066/F7Z31WSS,TRUE,https://doi.org/10.1111/geb.12577,,,,,,,,,,,,,
1011,doi:10.5066/P9QS39Z5,TRUE,https://doi.org/10.1007/s10646-019-02016-2,,,,,,,,,,,,,
1012,doi:10.5066/F7610Z80,TRUE,https://doi.org/10.3133/sir20185112,,,,,,,,,,,,,
1013,doi:10.5066/F71G0K17,TRUE,https://doi.org/10.1002/jwmg.21281,,,,,,,,,,,,,
1014,doi:10.5066/F7ZG6R5R,TRUE,https://doi.org/10.3133/sir20175116,,,,,,,,,,,,,
1015,doi:10.5066/P9XF3C11,TRUE,https://doi.org/10.3390/w11081629,,,,,,,,,,,,,
1016,doi:10.5066/F7ZK5FK2,TRUE,https://doi.org/10.1007/s00382-019-04663-x,,,,,,,,,,,,,
1017,doi:10.5066/F7D798JN,TRUE,https://doi.org/10.3133/sir20175006,,,,,,,,,,,,,
1018,doi:10.5066/F71N802D,TRUE,https://doi.org/10.1371/journal.pone.0226824,,,,,,,,,,,,,
1019,doi:10.5066/F76Q1VCC,TRUE,https://doi.org/10.1021/acs.est.7b01767,,,,,,,,,,,,,
1020,doi:10.5066/P9SBQENM,TRUE,https://doi.org/10.3033/ofr20191081,,,,,,,,,,,,,
1021,doi:10.5066/F78P5ZCD,TRUE,https://doi.org/10.3133/sir20175140,,,,,,,,,,,,,
1022,doi:10.5066/F7N29V2V,TRUE,https://doi.org/10.1002/2017GL075272,,,,,,,,,,,,,
1023,doi:10.5066/F7H130XV,TRUE,https://doi.org/10.3133/sir20185058,,,,,,,,,,,,,
1024,doi:10.5066/F77S7M18,TRUE,https://doi.org/10.3133/sir20175080,,,,,,,,,,,,,
1025,doi:10.5066/P9A682GW,TRUE,https://doi.org/10.3133/sir20195135,,,,,,,,,,,,,
1026,doi:10.5066/P9JVNFLY,TRUE,https://doi.org/10.3133/sir20185137,,,,,,,,,,,,,
1027,doi:10.5066/F72V2D85,TRUE,https://doi.org/10.1021/acs.est.6b05471,,,,,,,,,,,,,
1028,doi:10.5066/F70R9NPF,TRUE,https://doi.org/10.3133/ofr20161194,,,,,,,,,,,,,
1029,doi:10.5066/P9SXJX2T,TRUE,https://doi.org/10.1093/aob/mcz144,,,,,,,,,,,,,
1030,doi:10.5066/F7BZ657V,TRUE,https://doi.org/10.3391/bir.2018.7.1.06,,,,,,,,,,,,,
1031,doi:10.5066/F7P84B5G,TRUE,https://doi.org/10.3133/sir20185049,,,,,,,,,,,,,
1032,doi:10.5066/F7QZ286J,TRUE,https://doi.org/10.3133/cir1437,,,,,,,,,,,,,
1033,doi:10.5066/P9O0IIRH,TRUE,https://doi.org/10.1002/eap.1861,,,,,,,,,,,,,
1034,doi:10.5066/P92YXMQ2,TRUE,https://doi.org/10.3133/sir20185164,,,,,,,,,,,,,
1035,doi:10.5066/P9OGPKHF,TRUE,https://doi.org/10.1894/F07-GDS-13.1,,,,,,,,,,,,,
1036,doi:10.5066/P9GBDP8C,TRUE,https://doi.org/10.1002/etc.4430,,,,,,,,,,,,,
1037,doi:10.5066/F7GQ6VWG,TRUE,https://doi.org/10.3133/ofr20171079,,,,,,,,,,,,,
1038,doi:10.5066/F79C6WDM,TRUE,https://doi.org/10.3133/ofr20171136,,,,,,,,,,,,,
1039,doi:10.5066/F7348HNP,TRUE,https://doi.org/10.1007/s10021-019-00446-x,,,,,,,,,,,,,
1040,doi:10.5066/P9RBDQI5,TRUE,https://doi.org/10.3133/sir20185121,,,,,,,,,,,,,
1041,doi:10.5066/F798867T,TRUE,https://doi.org/10.1080/01431161.2018.1437297,,,,,,,,,,,,,
1042,doi:10.5066/P91FL2GY,TRUE,https://doi.org/10.3133/sir20195087,,,,,,,,,,,,,
1043,doi:10.5066/P9V1L0SI,TRUE,https://doi.org/10.1007/s10592-018-1120-5,,,,,,,,,,,,,
1044,doi:10.5066/F70P0X9Q,TRUE,https://doi.org/10.1111/jfb.13329,,,,,,,,,,,,,
1045,doi:10.5066/F7B56HM0,TRUE,https://doi.org/10.1002/2017JF004302,,,,,,,,,,,,,
1046,doi:10.5066/P9VTGGY0,TRUE,https://doi.org/10.1016/j.jag.2018.07.008,,,,,,,,,,,,,
1047,doi:10.5066/F77S7MNB,TRUE,https://doi.org/10.3133/sir20175113,,,,,,,,,,,,,
1048,doi:10.5066/P9W0VF4F,TRUE,https://doi.org/doi:10.1007/s10980-018-0644-x,,,,,,,,,,,,,
1049,doi:10.5066/F7TM7930,TRUE,https://doi.org/10.1029/2018GB005897,,,,,,,,,,,,,
1050,doi:10.5066/F75Q4TJ1,TRUE,https://doi.org/10.1111/gwat.12619,,,,,,,,,,,,,
1051,doi:10.5066/F7GT5MGV,TRUE,https://doi.org/10.3133/ofr20181167,,,,,,,,,,,,,
1052,doi:10.5066/F7Q23XR0,TRUE,https://doi.org/10.3133/tm14A2,,,,,,,,,,,,,
1053,doi:10.5066/P9K54WDL,TRUE,https://doi.org/10.3390/rs11060665,,,,,,,,,,,,,
1054,doi:10.5066/F7FX78D9,TRUE,https://doi.org/10.3133/sir20195006,,,,,,,,,,,,,
1055,doi:10.5066/F7NV9GDQ,TRUE,https://doi.org/10.3996/122016-JFWM-095,,,,,,,,,,,,,
1056,doi:10.5066/F7GT5M2G,TRUE,https://doi.org/10.3133/sir20175089,,,,,,,,,,,,,
1057,doi:10.5066/P9X29HBX,TRUE,https://doi.org/10.1007/s10530-018-1881-2,,,,,,,,,,,,,
1058,doi:10.5066/F7N87807,TRUE,https://doi.org/10.1656/058.016.0302,,,,,,,,,,,,,
1059,doi:10.5066/F77W69B7,TRUE,https://doi.org/10.3133/sir20185094,,,,,,,,,,,,,
1060,doi:10.5066/P9J7FJQU,TRUE,https://doi.org/10.3133/sir20195123,,,,,,,,,,,,,
1061,doi:10.5066/P9DMITW8,TRUE,https://doi.org/10.5194/bg-14-1739-2017,,,,,,,,,,,,,
1062,doi:10.5066/P9L86OG8,TRUE,https://doi.org/10.1016/j.scitotenv.2018.12.240,,,,,,,,,,,,,
1063,doi:10.5066/P9L7JPY4,TRUE,https://doi.org/10.3391/bir.2019.8.4.18,,,,,,,,,,,,,
1064,doi:10.5066/P90C8ORJ,TRUE,https://doi.org/10.1111/gcb.14667,,,,,,,,,,,,,
1065,doi:10.5066/P9GU2R16,TRUE,https://doi.org/10.1016/j.aca.2018.12.026,,,,,,,,,,,,,
1066,doi:10.5066/P975KILE,TRUE,https://doi.org/10.1016/j.coal.2019.03.009,,,,,,,,,,,,,
1067,doi:10.5066/P9XZYJ2X,TRUE,https://doi.org/10.1007/s10750-019-04170-4,,,,,,,,,,,,,
1068,doi:10.5066/F7ZS2TPW,TRUE,https://doi.org/10.3133/sir20175086,,,,,,,,,,,,,
1069,doi:10.5066/F77H1HK5,TRUE,https://doi.org/10.3133/sir20185020,,,,,,,,,,,,,
1070,doi:10.5066/F7TH8KWZ,TRUE,https://doi.org/10.1016/j.scitotenv.2019.05.374,,,,,,,,,,,,,
1071,doi:10.5066/P9K11LGN,TRUE,https://doi.org/10.1016/j.cub.2018.04.070,,,,,,,,,,,,,
1072,doi:10.5066/F75H7F5M,TRUE,https://doi.org/10.1002/ece3.3414,,,,,,,,,,,,,
1073,doi:10.5066/P9GUST4Q,TRUE,https://doi.org/10.1002/ece3.5650,,,,,,,,,,,,,
1074,doi:10.5066/F7MG7MQJ,TRUE,https://doi.org/10.3133/ds1042,,,,,,,,,,,,,
1075,doi:10.5066/P976IWWS,TRUE,https://doi.org/10.3390/rs11243048,,,,,,,,,,,,,
1076,doi:10.5066/P9OP7GRB,TRUE,https://doi.org/10.1021/acs.energyfuels.9b02518,,,,,,,,,,,,,
1077,doi:10.5066/F78S4P4M,TRUE,https://doi.org/10.3133/sir20185166,,,,,,,,,,,,,
1078,doi:10.5066/F7TH8JWJ,TRUE,https://doi.org/10.3133/ofr20181023,,,,,,,,,,,,,
1079,doi:10.5066/F7J67F0P,TRUE,https://doi.org/10.1002/2015JG002991,,,,,,,,,,,,,
1080,doi:10.5066/P94HDTD8,TRUE,https://doi.org/10.3133/sir20175013,,,,,,,,,,,,,
1081,doi:10.5066/F7WH2N65,TRUE,https://doi.org/10.3133/ds1052,,,,,,,,,,,,,
1082,doi:10.5066/P9VDR3XG,TRUE,https://doi.org/10.1016/j.jglr.2019.03.010,,,,,,,,,,,,,
1083,doi:10.5066/F74F1PM2,TRUE,https://doi.org/10.1371/journal.pone.0180987,,,,,,,,,,,,,
1084,doi:10.5066/F7959FM0,TRUE,https://doi.org/10.1002/2015JF003781,,,,,,,,,,,,,
1085,doi:10.5066/F7Z036BD,TRUE,https://doi.org/10.1111/1752-1688.12624,,,,,,,,,,,,,
1086,doi:10.5066/F7VQ31WT,TRUE,https://doi.org/10.3133/sir20185006,,,,,,,,,,,,,
1087,doi:10.5066/P9LWZN72,TRUE,https://doi.org/10.1016/j.foreco.2019.117628,,,,,,,,,,,,,
1088,doi:10.5066/F7TX3CGB,TRUE,https://doi.org/10.1007/s10666-016-9525-3,,,,,,,,,,,,,
1089,doi:10.5066/P9GJFZHT,TRUE,https://doi.org/10.1016/j.rse.2016.09.020,,,,,,,,,,,,,
1090,doi:10.5066/P9QB60EV,TRUE,https://doi.org/10.1002/etc.4293 ,,,,,,,,,,,,,
1091,doi:10.5066/F7ZK5FXJ,TRUE,https://doi.org/10.1016/j.scitotenv.2018.09.201,,,,,,,,,,,,,
1092,doi:10.5066/P9WCNWEJ,TRUE,https://doi.org/10.1007/s00442-019-04498-7,,,,,,,,,,,,,
1093,doi:10.5066/P9O59RO0,TRUE,https://doi.org/10.3133/sir20195117,,,,,,,,,,,,,
1094,doi:10.5066/F7TD9WK0,TRUE,https://doi.org/10.3133/sim3444,,,,,,,,,,,,,
1095,doi:10.5066/P9N7UAFJ,TRUE,https://doi.org/10.3133/sir20195105,,,,,,,,,,,,,
1096,doi:10.5066/F7DV1H2F,TRUE,https://doi.org/10.1016/j.tiv.2017.10.030,,,,,,,,,,,,,
1097,doi:10.5066/P9F4YR6P,TRUE,https://doi.org/10.7717/peerj.6305,,,,,,,,,,,,,
1098,doi:10.5066/F77M061X,TRUE,https://doi.org/10.3133/ofr20161137,,,,,,,,,,,,,
1099,doi:10.5066/P992YTCO,TRUE,https://doi.org/10.1017/inp.2019.7,,,,,,,,,,,,,
1100,doi:10.5066/F7FN14QN,TRUE,https://doi.org/10.1080/08997659.2017.1365780,,,,,,,,,,,,,
1101,doi:10.5066/P9SY23J3,TRUE,https://doi.org/10.1007/s10980-018-0734-9,,,,,,,,,,,,,
1102,doi:10.5066/P9HDRZM0,TRUE,https://doi.org/10.1002/etc.4206,,,,,,,,,,,,,
1103,doi:10.5066/F7CR5RW8,TRUE,https://doi.org/10.1016/j.csr.2017.09.005,,,,,,,,,,,,,
1104,doi:10.5066/P9F8DV8O,TRUE,https://doi.org/10.1007/s10592-019-01234-9,,,,,,,,,,,,,
1105,doi:10.5066/F7RB73V0,TRUE,https://doi.org/doi:10.1111/eva.12627,,,,,,,,,,,,,
1106,doi:10.5066/F728063T,TRUE,https://doi.org/10.3996/122016-JFWM-093,,,,,,,,,,,,,
1107,doi:10.5066/P9Y6YWG9,TRUE,https://doi.org/10.3133/sir20195053,,,,,,,,,,,,,
1108,doi:10.5066/P9BVAURT,TRUE,https://doi.org/10.1080/01431161.2019.1582112,,,,,,,,,,,,,
1109,doi:10.5066/F7KW5D4H,TRUE,https://doi.org/10.3133/sir20175006,,,,,,,,,,,,,
1110,doi:10.5066/F7QJ7GHT,TRUE,https://doi.org/10.3133/sir20185062,,,,,,,,,,,,,
1111,doi:10.5066/F7ZK5FVN,TRUE,https://doi.org/10.1676/16-105.1,,,,,,,,,,,,,
1112,doi:10.5066/F7RF5T8B,TRUE,https://doi.org/10.1021/acs.est.7b04729,,,,,,,,,,,,,
1113,doi:10.5066/P9LSM5YU,TRUE,https://doi.org/10.3133/ofr20181097,,,,,,,,,,,,,
1114,doi:10.5066/F7QC02PQ,TRUE,https://doi.org/10.3133/sim3408,,,,,,,,,,,,,
1115,doi:10.5066/F7H70F02,TRUE,https://doi.org/10.3391/bir.2018.7.4.17,,,,,,,,,,,,,
1116,doi:10.5066/F73J3B61,TRUE,https://doi.org/10.3133/sim3379,,,,,,,,,,,,,
1117,doi:10.5066/P986KZEM,TRUE,https://doi.org/10.3133/sir20195127,,,,,,,,,,,,,
1118,doi:10.5066/P9PY9YBZ,TRUE,https://doi.org/10.1371/journal.pone.0220372,,,,,,,,,,,,,
1119,doi:10.5066/P929QS7F,TRUE,https://doi.org/10.5072/N91WBCT8,,,,,,,,,,,,,
1120,doi:10.5066/F7SJ1J3M,TRUE,https://doi.org/10.7717/peerj.3683,,,,,,,,,,,,,
1121,doi:10.5066/F71835D8,TRUE,https://doi.org/10.1021/acs.est.7b02667,,,,,,,,,,,,,
1122,doi:10.5066/F7MK6C54,TRUE,https://doi.org/10.1002/2017TC004619,,,,,,,,,,,,,
1123,doi:10.5066/F7SN073J,TRUE,https://doi.org/10.1016/j.scitotenv.2016.10.236,,,,,,,,,,,,,
1124,doi:10.5066/P9472SZW,TRUE,https://doi.org/10.1002/wsb.407,,,,,,,,,,,,,
1125,doi:10.5066/F7DN436B,TRUE,https://dx.doi.org/10.3133/sir20195069,,,,,,,,,,,,,
1126,doi:10.5066/F7TD9VM1,TRUE,https://doi.org/10.1002/2016WR020197,,,,,,,,,,,,,
1127,doi:10.5066/F7HM56Q8,TRUE,https://doi.org/10.1002/lno.10613,,,,,,,,,,,,,
1128,doi:10.5066/F7930RCG,TRUE,https://doi.org/10.3133/ofr20171030,,,,,,,,,,,,,
1129,doi:10.5066/P9ZWHABB,TRUE,https://doi.org/10.26077/4ssf-gp94,,,,,,,,,,,,,
1130,doi:10.5066/P9LM0J0F,TRUE,https://doi.org/10.1016/j.scitotenv.2018.02.173,,,,,,,,,,,,,
1131,doi:10.5066/F71Z43P9,TRUE,https://doi.org/10.5066/F7ZK5FW3,,,,,,,,,,,,,
1132,doi:10.5066/P9GI73P9,TRUE,https://doi.org/10.1016/j.scitotenv.2019.135919,,,,,,,,,,,,,
1133,doi:10.5066/F72R3PVF,TRUE,https://doi.org/10.3133/sir20175109,,,,,,,,,,,,,
1134,doi:10.5066/P9CNFWOX,TRUE,https://doi.org/10.1111/ecog.04840,,,,,,,,,,,,,
1135,doi:10.5066/F74X5610,TRUE,https://doi.org/10.3133/sir20175013v1,,,,,,,,,,,,,
1136,doi:10.5066/P9IGLDYE,TRUE,https://doi.org/doi:10.3390/rs11242983,,,,,,,,,,,,,
1137,doi:10.5066/P9S25ZKX,TRUE,https://doi.org/10.1177/0309133319839922,,,,,,,,,,,,,
1138,doi:10.5066/F7571B94,TRUE,https://doi.org/10.1002/ecy.1995,,,,,,,,,,,,,
1139,doi:10.5066/F7X63KVF,TRUE,https://doi.org/10.1016/j.ecoser.2017.12.002,,,,,,,,,,,,,
1140,doi:10.5066/P9G0N0TN,TRUE,https://doi.org/10.3133/sir20185112,,,,,,,,,,,,,
1141,doi:10.5066/F7QZ2836,TRUE,https://doi.org/10.3133/sir20165179,,,,,,,,,,,,,
1142,doi:10.5066/F7TM787C,TRUE,https://doi.org/10.3133/sir20155142,,,,,,,,,,,,,
1143,doi:10.5066/F7DN4493,TRUE,https://doi.org/10.1111/avsc.12390,,,,,,,,,,,,,
1144,doi:10.5066/F79K49H7,TRUE,https://doi.org/10.3133/fs20153066,,,,,,,,,,,,,
1145,doi:10.5066/P9U34ACT,TRUE,https://doi.org/10.3133/sir20195095,,,,,,,,,,,,,
1146,doi:10.5066/P9REKH88,TRUE,https://doi.org/10.5066/P9565EY6,,,,,,,,,,,,,
1147,doi:10.5066/F7G15ZQ6,TRUE,https://doi.org/10.3133/ofr20171148,,,,,,,,,,,,,
1148,doi:10.5066/P98XHBCY,TRUE,https://doi.org/10.1016/j.scitotenv.2019.135103,,,,,,,,,,,,,
1149,doi:10.5066/F75T3HMV,TRUE,https://doi.org/10.1002/2015JF003789,,,,,,,,,,,,,
1150,doi:10.5066/P9FKPZMB,TRUE,https://doi.org/10.1371/journal.pone.0213943,,,,,,,,,,,,,
1151,doi:10.5066/P99NEI4E,TRUE,https://doi.org/10.1111/ddi.12813,,,,,,,,,,,,,
1152,doi:10.5066/P9K6Q3VL,TRUE,https://doi.org/10.1073/pnas.1814782116,,,,,,,,,,,,,
1153,doi:10.5066/F7BP021W,TRUE,https://doi.org/10.1016/j.chemgeo.2018.03.008,,,,,,,,,,,,,
1154,doi:10.5066/F7CZ359X,TRUE,https://doi.org/10.3133/sir20165144,,,,,,,,,,,,,
1155,doi:10.5066/P9FNHR4Z,TRUE,https://doi.org/10.5194/bg-14-1739-2017,,,,,,,,,,,,,
1156,doi:10.5066/F7SN085V,TRUE,https://doi.org/10.1002/2017WR021970,,,,,,,,,,,,,
1157,doi:10.5066/F7VH5N43,TRUE,https://doi.org/10.1016/j.dsr2.2018.02.006,,,,,,,,,,,,,
1158,doi:10.5066/F7542MXV,TRUE,https://doi.org/10.3133/sir20185165,,,,,,,,,,,,,
1159,doi:10.5066/F7H13050,TRUE,https://doi.org/10.1371/journal.pone.0169780,,,,,,,,,,,,,
1160,doi:10.5066/F7BV7DV5,TRUE,https://doi.org/10.3133/sir20175041,,,,,,,,,,,,,
1161,doi:10.5066/F7XD0ZQ4,TRUE,https://doi.org/10.3133/ofr20161072,,,,,,,,,,,,,
1162,doi:10.5066/P96YJRWR,TRUE,https://doi.org/10.1111/tbed.13318,,,,,,,,,,,,,
1163,doi:10.5066/F70V8B0D,TRUE,https://doi.org/10.1080/00028487.2017.1310136,,,,,,,,,,,,,
1164,doi:10.5066/F7JD4W2W,TRUE,https://doi.org/10.1371/journal.pone.0195327,,,,,,,,,,,,,
1165,doi:10.5066/P9GRP7DH,TRUE,https://doi.org/10.3133/sir2019xxxx,,,,,,,,,,,,,
1166,doi:10.5066/F7GF0SS8,TRUE,https://doi.org/10.3133/sir20195023,,,,,,,,,,,,,
1167,doi:10.5066/P9YWMMHG,TRUE,https://doi.org/10.3133/ofr20181125,,,,,,,,,,,,,
